area_code	fips_state	fips_county	area_title	period	labor_force	employed	unemployed	unemployed_rate	fips	fips_ssamatab1
CN0611500000000	06	115	Yuba County, CA	2016-09-01	28487.0	26279.0	2208.0	7.8	06115	06115
CN0600100000000	06	001	Alameda County, CA	2016-10-01	848658.0	811946.0	36712.0	4.3	06001	06001
CN0600300000000	06	003	Alpine County, CA	2016-10-01	495.0	460.0	35.0	7.1	06003	06003
CN0600500000000	06	005	Amador County, CA	2016-10-01	15123.0	14292.0	831.0	5.5	06005	06005
CN0600700000000	06	007	Butte County, CA	2016-10-01	104762.0	98524.0	6238.0	6.0	06007	06007
CN0600900000000	06	009	Calaveras County, CA	2016-10-01	20969.0	19823.0	1146.0	5.5	06009	06009
CN0601100000000	06	011	Colusa County, CA	2016-10-01	11577.0	10349.0	1228.0	10.6	06011	06011
CN0601300000000	06	013	Contra Costa County, CA	2016-10-01	564897.0	539818.0	25079.0	4.4	06013	06013
CN0601500000000	06	015	Del Norte County, CA	2016-10-01	9845.0	9162.0	683.0	6.9	06015	06015
CN0601700000000	06	017	El Dorado County, CA	2016-10-01	91324.0	86800.0	4524.0	5.0	06017	06017
CN0601900000000	06	019	Fresno County, CA	2016-10-01	448707.0	407808.0	40899.0	9.1	06019	06019
CN0602100000000	06	021	Glenn County, CA	2016-10-01	13430.0	12535.0	895.0	6.7	06021	06021
CN0602300000000	06	023	Humboldt County, CA	2016-10-01	63250.0	60295.0	2955.0	4.7	06023	06023
CN0602500000000	06	025	Imperial County, CA	2016-10-01	81861.0	62018.0	19843.0	24.2	06025	06025
CN0602700000000	06	027	Inyo County, CA	2016-10-01	9195.0	8756.0	439.0	4.8	06027	06027
CN0602900000000	06	029	Kern County, CA	2016-10-01	404032.0	367418.0	36614.0	9.1	06029	06029
CN0603100000000	06	031	Kings County, CA	2016-10-01	57972.0	52783.0	5189.0	9.0	06031	06031
CN0603300000000	06	033	Lake County, CA	2016-10-01	29714.0	27820.0	1894.0	6.4	06033	06033
CN0603500000000	06	035	Lassen County, CA	2016-10-01	11624.0	10994.0	630.0	5.4	06035	06035
CN0603700000000	06	037	Los Angeles County, CA	2016-10-01	5071969.0	4812068.0	259901.0	5.1	06037	06037
CN0603900000000	06	039	Madera County, CA	2016-10-01	61205.0	56059.0	5146.0	8.4	06039	06039
CN0604100000000	06	041	Marin County, CA	2016-10-01	146317.0	141485.0	4832.0	3.3	06041	06041
CN0604300000000	06	043	Mariposa County, CA	2016-10-01	8162.0	7709.0	453.0	5.6	06043	06043
CN0604500000000	06	045	Mendocino County, CA	2016-10-01	40943.0	38960.0	1983.0	4.8	06045	06045
CN0604700000000	06	047	Merced County, CA	2016-10-01	118318.0	108205.0	10113.0	8.5	06047	06047
CN0604900000000	06	049	Modoc County, CA	2016-10-01	3454.0	3210.0	244.0	7.1	06049	06049
CN0605100000000	06	051	Mono County, CA	2016-10-01	7961.0	7463.0	498.0	6.3	06051	06051
CN0605300000000	06	053	Monterey County, CA	2016-10-01	226048.0	213750.0	12298.0	5.4	06053	06053
CN0605500000000	06	055	Napa County, CA	2016-10-01	78810.0	75822.0	2988.0	3.8	06055	06055
CN0605700000000	06	057	Nevada County, CA	2016-10-01	48866.0	46595.0	2271.0	4.6	06057	06057
CN0605900000000	06	059	Orange County, CA	2016-10-01	1642663.0	1575765.0	66898.0	4.1	06059	06059
CN0606100000000	06	061	Placer County, CA	2016-10-01	182882.0	174728.0	8154.0	4.5	06061	06061
CN0606300000000	06	063	Plumas County, CA	2016-10-01	8080.0	7519.0	561.0	6.9	06063	06063
CN0606500000000	06	065	Riverside County, CA	2016-10-01	1059842.0	993217.0	66625.0	6.3	06065	06065
CN0606700000000	06	067	Sacramento County, CA	2016-10-01	706963.0	668855.0	38108.0	5.4	06067	06067
CN0606900000000	06	069	San Benito County, CA	2016-10-01	30675.0	28890.0	1785.0	5.8	06069	06069
CN0607100000000	06	071	San Bernardino County, CA	2016-10-01	947744.0	892581.0	55163.0	5.8	06071	06071
CN0607300000000	06	073	San Diego County, CA	2016-10-01	1599872.0	1524045.0	75827.0	4.7	06073	06073
CN0607500000000	06	075	San Francisco County/city, CA	2016-10-01	567090.0	547987.0	19103.0	3.4	06075	06075
CN0607700000000	06	077	San Joaquin County, CA	2016-10-01	322682.0	298285.0	24397.0	7.6	06077	06077
CN0607900000000	06	079	San Luis Obispo County, CA	2016-10-01	146441.0	140437.0	6004.0	4.1	06079	06079
CN0608100000000	06	081	San Mateo County, CA	2016-10-01	457072.0	442955.0	14117.0	3.1	06081	06081
CN0608300000000	06	083	Santa Barbara County, CA	2016-10-01	225010.0	214664.0	10346.0	4.6	06083	06083
CN0608500000000	06	085	Santa Clara County, CA	2016-10-01	1059442.0	1019271.0	40171.0	3.8	06085	06085
CN0608700000000	06	087	Santa Cruz County, CA	2016-10-01	148348.0	140455.0	7893.0	5.3	06087	06087
CN0608900000000	06	089	Shasta County, CA	2016-10-01	75568.0	70747.0	4821.0	6.4	06089	06089
CN0609100000000	06	091	Sierra County, CA	2016-10-01	1372.0	1284.0	88.0	6.4	06091	06091
CN0609300000000	06	093	Siskiyou County, CA	2016-10-01	18452.0	17182.0	1270.0	6.9	06093	06093
CN0609500000000	06	095	Solano County, CA	2016-10-01	212117.0	200792.0	11325.0	5.3	06095	06095
CN0609700000000	06	097	Sonoma County, CA	2016-10-01	265958.0	255705.0	10253.0	3.9	06097	06097
CN0609900000000	06	099	Stanislaus County, CA	2016-10-01	247704.0	228346.0	19358.0	7.8	06099	06099
CN0610100000000	06	101	Sutter County, CA	2016-10-01	44561.0	40819.0	3742.0	8.4	06101	06101
CN0610300000000	06	103	Tehama County, CA	2016-10-01	25860.0	24267.0	1593.0	6.2	06103	06103
CN0610500000000	06	105	Trinity County, CA	2016-10-01	5416.0	5107.0	309.0	5.7	06105	06105
CN0610700000000	06	107	Tulare County, CA	2016-10-01	203983.0	181975.0	22008.0	10.8	06107	06107
CN0610900000000	06	109	Tuolumne County, CA	2016-10-01	21887.0	20627.0	1260.0	5.8	06109	06109
CN0611100000000	06	111	Ventura County, CA	2016-10-01	435558.0	412308.0	23250.0	5.3	06111	06111
CN0611300000000	06	113	Yolo County, CA	2016-10-01	105914.0	100217.0	5697.0	5.4	06113	06113
CN0611500000000	06	115	Yuba County, CA	2016-10-01	28329.0	26110.0	2219.0	7.8	06115	06115
CN0600100000000	06	001	Alameda County, CA	2016-11-01	842106.0	808624.0	33482.0	4.0	06001	06001
CN0600300000000	06	003	Alpine County, CA	2016-11-01	499.0	462.0	37.0	7.4	06003	06003
CN0600500000000	06	005	Amador County, CA	2016-11-01	14862.0	14047.0	815.0	5.5	06005	06005
CN0600700000000	06	007	Butte County, CA	2016-11-01	104098.0	97975.0	6123.0	5.9	06007	06007
CN0600900000000	06	009	Calaveras County, CA	2016-11-01	20633.0	19525.0	1108.0	5.4	06009	06009
CN0601100000000	06	011	Colusa County, CA	2016-11-01	10985.0	9302.0	1683.0	15.3	06011	06011
CN0601300000000	06	013	Contra Costa County, CA	2016-11-01	560451.0	537361.0	23090.0	4.1	06013	06013
CN0601500000000	06	015	Del Norte County, CA	2016-11-01	9682.0	8980.0	702.0	7.3	06015	06015
CN0601700000000	06	017	El Dorado County, CA	2016-11-01	91249.0	86932.0	4317.0	4.7	06017	06017
CN0601900000000	06	019	Fresno County, CA	2016-11-01	445079.0	403606.0	41473.0	9.3	06019	06019
CN0602100000000	06	021	Glenn County, CA	2016-11-01	13194.0	12247.0	947.0	7.2	06021	06021
CN0602300000000	06	023	Humboldt County, CA	2016-11-01	62921.0	60120.0	2801.0	4.5	06023	06023
CN0602500000000	06	025	Imperial County, CA	2016-11-01	80227.0	62496.0	17731.0	22.1	06025	06025
CN0602700000000	06	027	Inyo County, CA	2016-11-01	9155.0	8718.0	437.0	4.8	06027	06027
CN0602900000000	06	029	Kern County, CA	2016-11-01	398622.0	362156.0	36466.0	9.1	06029	06029
CN0603100000000	06	031	Kings County, CA	2016-11-01	57916.0	52529.0	5387.0	9.3	06031	06031
CN0603300000000	06	033	Lake County, CA	2016-11-01	29515.0	27564.0	1951.0	6.6	06033	06033
CN0603500000000	06	035	Lassen County, CA	2016-11-01	10929.0	10263.0	666.0	6.1	06035	06035
CN0603700000000	06	037	Los Angeles County, CA	2016-11-01	5067615.0	4823796.0	243819.0	4.8	06037	06037
CN0603900000000	06	039	Madera County, CA	2016-11-01	60192.0	54807.0	5385.0	8.9	06039	06039
CN0604100000000	06	041	Marin County, CA	2016-11-01	144996.0	140602.0	4394.0	3.0	06041	06041
CN0604300000000	06	043	Mariposa County, CA	2016-11-01	7603.0	7121.0	482.0	6.3	06043	06043
CN0604500000000	06	045	Mendocino County, CA	2016-11-01	39939.0	37894.0	2045.0	5.1	06045	06045
CN0604700000000	06	047	Merced County, CA	2016-11-01	115574.0	104732.0	10842.0	9.4	06047	06047
CN0604900000000	06	049	Modoc County, CA	2016-11-01	3250.0	2995.0	255.0	7.8	06049	06049
CN0605100000000	06	051	Mono County, CA	2016-11-01	8332.0	7846.0	486.0	5.8	06051	06051
CN0605300000000	06	053	Monterey County, CA	2016-11-01	221602.0	207067.0	14535.0	6.6	06053	06053
CN0605500000000	06	055	Napa County, CA	2016-11-01	75919.0	72735.0	3184.0	4.2	06055	06055
CN0605700000000	06	057	Nevada County, CA	2016-11-01	48721.0	46525.0	2196.0	4.5	06057	06057
CN0605900000000	06	059	Orange County, CA	2016-11-01	1635008.0	1574526.0	60482.0	3.7	06059	06059
CN0606100000000	06	061	Placer County, CA	2016-11-01	182734.0	175209.0	7525.0	4.1	06061	06061
CN0606300000000	06	063	Plumas County, CA	2016-11-01	7837.0	7164.0	673.0	8.6	06063	06063
CN0606500000000	06	065	Riverside County, CA	2016-11-01	1062541.0	1002311.0	60230.0	5.7	06065	06065
CN0606700000000	06	067	Sacramento County, CA	2016-11-01	706058.0	670820.0	35238.0	5.0	06067	06067
CN0606900000000	06	069	San Benito County, CA	2016-11-01	30541.0	28751.0	1790.0	5.9	06069	06069
CN0607100000000	06	071	San Bernardino County, CA	2016-11-01	952079.0	901770.0	50309.0	5.3	06071	06071
CN0607300000000	06	073	San Diego County, CA	2016-11-01	1593786.0	1524571.0	69215.0	4.3	06073	06073
CN0607500000000	06	075	San Francisco County/city, CA	2016-11-01	564153.0	546575.0	17578.0	3.1	06075	06075
CN0607700000000	06	077	San Joaquin County, CA	2016-11-01	317583.0	293017.0	24566.0	7.7	06077	06077
CN0607900000000	06	079	San Luis Obispo County, CA	2016-11-01	145314.0	139762.0	5552.0	3.8	06079	06079
CN0608100000000	06	081	San Mateo County, CA	2016-11-01	454570.0	441728.0	12842.0	2.8	06081	06081
CN0608300000000	06	083	Santa Barbara County, CA	2016-11-01	224531.0	214116.0	10415.0	4.6	06083	06083
CN0608500000000	06	085	Santa Clara County, CA	2016-11-01	1058777.0	1022062.0	36715.0	3.5	06085	06085
CN0608700000000	06	087	Santa Cruz County, CA	2016-11-01	146497.0	137572.0	8925.0	6.1	06087	06087
CN0608900000000	06	089	Shasta County, CA	2016-11-01	74435.0	69654.0	4781.0	6.4	06089	06089
CN0609100000000	06	091	Sierra County, CA	2016-11-01	1319.0	1233.0	86.0	6.5	06091	06091
CN0609300000000	06	093	Siskiyou County, CA	2016-11-01	17870.0	16483.0	1387.0	7.8	06093	06093
CN0609500000000	06	095	Solano County, CA	2016-11-01	211562.0	200730.0	10832.0	5.1	06095	06095
CN0609700000000	06	097	Sonoma County, CA	2016-11-01	261753.0	252067.0	9686.0	3.7	06097	06097
CN0609900000000	06	099	Stanislaus County, CA	2016-11-01	245805.0	226467.0	19338.0	7.9	06099	06099
CN0610100000000	06	101	Sutter County, CA	2016-11-01	44257.0	40128.0	4129.0	9.3	06101	06101
CN0610300000000	06	103	Tehama County, CA	2016-11-01	24957.0	23369.0	1588.0	6.4	06103	06103
CN0610500000000	06	105	Trinity County, CA	2016-11-01	5264.0	4927.0	337.0	6.4	06105	06105
CN0610700000000	06	107	Tulare County, CA	2016-11-01	201507.0	179722.0	21785.0	10.8	06107	06107
CN0610900000000	06	109	Tuolumne County, CA	2016-11-01	21696.0	20466.0	1230.0	5.7	06109	06109
CN0611100000000	06	111	Ventura County, CA	2016-11-01	433326.0	411461.0	21865.0	5.0	06111	06111
CN0611300000000	06	113	Yolo County, CA	2016-11-01	105646.0	99853.0	5793.0	5.5	06113	06113
CN0611500000000	06	115	Yuba County, CA	2016-11-01	28186.0	25961.0	2225.0	7.9	06115	06115
CN0600100000000	06	001	Alameda County, CA	2016-12-01	836075.0	804359.0	31716.0	3.8	06001	06001
CN0600300000000	06	003	Alpine County, CA	2016-12-01	606.0	577.0	29.0	4.8	06003	06003
CN0600500000000	06	005	Amador County, CA	2016-12-01	14721.0	13882.0	839.0	5.7	06005	06005
CN0600700000000	06	007	Butte County, CA	2016-12-01	102809.0	96366.0	6443.0	6.3	06007	06007
CN0600900000000	06	009	Calaveras County, CA	2016-12-01	20446.0	19332.0	1114.0	5.4	06009	06009
CN0601100000000	06	011	Colusa County, CA	2016-12-01	10680.0	8595.0	2085.0	19.5	06011	06011
CN0601300000000	06	013	Contra Costa County, CA	2016-12-01	556513.0	534456.0	22057.0	4.0	06013	06013
CN0601500000000	06	015	Del Norte County, CA	2016-12-01	9525.0	8864.0	661.0	6.9	06015	06015
CN0601700000000	06	017	El Dorado County, CA	2016-12-01	90503.0	86238.0	4265.0	4.7	06017	06017
CN0601900000000	06	019	Fresno County, CA	2016-12-01	441174.0	399223.0	41951.0	9.5	06019	06019
CN0602100000000	06	021	Glenn County, CA	2016-12-01	12956.0	11841.0	1115.0	8.6	06021	06021
CN0602300000000	06	023	Humboldt County, CA	2016-12-01	62101.0	59328.0	2773.0	4.5	06023	06023
CN0602500000000	06	025	Imperial County, CA	2016-12-01	76954.0	62504.0	14450.0	18.8	06025	06025
CN0602700000000	06	027	Inyo County, CA	2016-12-01	8997.0	8562.0	435.0	4.8	06027	06027
CN0602900000000	06	029	Kern County, CA	2016-12-01	391410.0	352540.0	38870.0	9.9	06029	06029
CN0603100000000	06	031	Kings County, CA	2016-12-01	57351.0	51668.0	5683.0	9.9	06031	06031
CN0603300000000	06	033	Lake County, CA	2016-12-01	29260.0	27276.0	1984.0	6.8	06033	06033
CN0603500000000	06	035	Lassen County, CA	2016-12-01	10866.0	10134.0	732.0	6.7	06035	06035
CN0603700000000	06	037	Los Angeles County, CA	2016-12-01	5047898.0	4810394.0	237504.0	4.7	06037	06037
CN0603900000000	06	039	Madera County, CA	2016-12-01	60898.0	55146.0	5752.0	9.4	06039	06039
CN0604100000000	06	041	Marin County, CA	2016-12-01	144390.0	140212.0	4178.0	2.9	06041	06041
CN0604300000000	06	043	Mariposa County, CA	2016-12-01	7456.0	6917.0	539.0	7.2	06043	06043
CN0604500000000	06	045	Mendocino County, CA	2016-12-01	39716.0	37613.0	2103.0	5.3	06045	06045
CN0604700000000	06	047	Merced County, CA	2016-12-01	115304.0	102861.0	12443.0	10.8	06047	06047
CN0604900000000	06	049	Modoc County, CA	2016-12-01	3199.0	2913.0	286.0	8.9	06049	06049
CN0605100000000	06	051	Mono County, CA	2016-12-01	9091.0	8702.0	389.0	4.3	06051	06051
CN0605300000000	06	053	Monterey County, CA	2016-12-01	209470.0	188750.0	20720.0	9.9	06053	06053
CN0605500000000	06	055	Napa County, CA	2016-12-01	73792.0	70530.0	3262.0	4.4	06055	06055
CN0605700000000	06	057	Nevada County, CA	2016-12-01	48692.0	46537.0	2155.0	4.4	06057	06057
CN0605900000000	06	059	Orange County, CA	2016-12-01	1620416.0	1563493.0	56923.0	3.5	06059	06059
CN0606100000000	06	061	Placer County, CA	2016-12-01	181146.0	173825.0	7321.0	4.0	06061	06061
CN0606300000000	06	063	Plumas County, CA	2016-12-01	7735.0	6916.0	819.0	10.6	06063	06063
CN0606500000000	06	065	Riverside County, CA	2016-12-01	1059440.0	1002934.0	56506.0	5.3	06065	06065
CN0606700000000	06	067	Sacramento County, CA	2016-12-01	700128.0	665513.0	34615.0	4.9	06067	06067
CN0606900000000	06	069	San Benito County, CA	2016-12-01	30424.0	28489.0	1935.0	6.4	06069	06069
CN0607100000000	06	071	San Bernardino County, CA	2016-12-01	949407.0	901695.0	47712.0	5.0	06071	06071
CN0607300000000	06	073	San Diego County, CA	2016-12-01	1579420.0	1513869.0	65551.0	4.2	06073	06073
CN0607500000000	06	075	San Francisco County/city, CA	2016-12-01	559880.0	543340.0	16540.0	3.0	06075	06075
CN0607700000000	06	077	San Joaquin County, CA	2016-12-01	314577.0	289395.0	25182.0	8.0	06077	06077
CN0607900000000	06	079	San Luis Obispo County, CA	2016-12-01	140922.0	135467.0	5455.0	3.9	06079	06079
CN0608100000000	06	081	San Mateo County, CA	2016-12-01	451299.0	439123.0	12176.0	2.7	06081	06081
CN0608300000000	06	083	Santa Barbara County, CA	2016-12-01	221882.0	210370.0	11512.0	5.2	06083	06083
CN0608500000000	06	085	Santa Clara County, CA	2016-12-01	1050298.0	1015534.0	34764.0	3.3	06085	06085
CN0608700000000	06	087	Santa Cruz County, CA	2016-12-01	144284.0	133475.0	10809.0	7.5	06087	06087
CN0608900000000	06	089	Shasta County, CA	2016-12-01	73834.0	68875.0	4959.0	6.7	06089	06089
CN0609100000000	06	091	Sierra County, CA	2016-12-01	1288.0	1178.0	110.0	8.5	06091	06091
CN0609300000000	06	093	Siskiyou County, CA	2016-12-01	17674.0	16055.0	1619.0	9.2	06093	06093
CN0609500000000	06	095	Solano County, CA	2016-12-01	210078.0	199379.0	10699.0	5.1	06095	06095
CN0609700000000	06	097	Sonoma County, CA	2016-12-01	260141.0	250641.0	9500.0	3.7	06097	06097
CN0609900000000	06	099	Stanislaus County, CA	2016-12-01	244139.0	223938.0	20201.0	8.3	06099	06099
CN0610100000000	06	101	Sutter County, CA	2016-12-01	43973.0	39380.0	4593.0	10.4	06101	06101
CN0610300000000	06	103	Tehama County, CA	2016-12-01	24537.0	22839.0	1698.0	6.9	06103	06103
CN0610500000000	06	105	Trinity County, CA	2016-12-01	5201.0	4858.0	343.0	6.6	06105	06105
CN0610700000000	06	107	Tulare County, CA	2016-12-01	200655.0	177518.0	23137.0	11.5	06107	06107
CN0610900000000	06	109	Tuolumne County, CA	2016-12-01	21471.0	20179.0	1292.0	6.0	06109	06109
CN0611100000000	06	111	Ventura County, CA	2016-12-01	429256.0	408529.0	20727.0	4.8	06111	06111
CN0611300000000	06	113	Yolo County, CA	2016-12-01	105108.0	98992.0	6116.0	5.8	06113	06113
CN0611500000000	06	115	Yuba County, CA	2016-12-01	28094.0	25643.0	2451.0	8.7	06115	06115
